,bodyType,color,fuelType,modelDate,numberOfDoors,productionDate,vehicleTransmission,engineDisplacement,enginePower,mileage,Привод,Руль,Владельцы,ПТС,price
1517,лифтбек,белый,бензин,2012,5,2017,автоматическая,1.6 LTR,110 N12,45000,передний,Левый,1владелец,Оригинал,990000
1518,лифтбек,белый,бензин,2012,5,2016,механическая,1.6 LTR,90 N12,75500,передний,Левый,1владелец,Оригинал,679000
1519,лифтбек,белый,бензин,2012,5,2014,автоматическая,1.6 LTR,105 N12,128000,передний,Левый,2владельца,Оригинал,630000
1520,лифтбек,синий,бензин,2012,5,2014,автоматическая,1.6 LTR,105 N12,145000,передний,Левый,2владельца,Оригинал,699000
1521,лифтбек,белый,бензин,2017,5,2018,механическая,1.6 LTR,90 N12,105000,передний,Левый,2владельца,Оригинал,610000
1522,лифтбек,белый,бензин,2012,5,2015,роботизированная,1.4 LTR,122 N12,104500,передний,Левый,3 или более,Дубликат,665000
1523,лифтбек,белый,бензин,2012,5,2017,механическая,1.6 LTR,90 N12,135000,передний,Левый,1владелец,Оригинал,495000
1524,лифтбек,белый,бензин,2012,5,2016,механическая,1.6 LTR,90 N12,83650,передний,Левый,2владельца,Оригинал,600000
1525,лифтбек,белый,бензин,2012,5,2016,механическая,1.6 LTR,90 N12,285491,передний,Левый,2владельца,Оригинал,422000
1526,лифтбек,белый,бензин,2017,5,2019,автоматическая,1.6 LTR,110 N12,28202,передний,Левый,1владелец,Оригинал,909000
1527,лифтбек,белый,бензин,2012,5,2017,механическая,1.6 LTR,90 N12,140000,передний,Левый,3 или более,Дубликат,550000
1528,лифтбек,белый,бензин,2012,5,2016,автоматическая,1.6 LTR,110 N12,270000,передний,Левый,2владельца,Оригинал,480000
1529,лифтбек,белый,бензин,2012,5,2017,автоматическая,1.6 LTR,110 N12,125000,передний,Левый,2владельца,Оригинал,540000
1530,лифтбек,белый,бензин,2017,5,2017,роботизированная,1.4 LTR,125 N12,46241,передний,Левый,1владелец,Оригинал,950000
1531,лифтбек,белый,бензин,2012,5,2017,механическая,1.6 LTR,90 N12,76078,передний,Левый,2владельца,Оригинал,685000
1532,лифтбек,белый,бензин,2012,5,2017,автоматическая,1.6 LTR,110 N12,32000,передний,Левый,2владельца,Оригинал,750000
1533,лифтбек,белый,бензин,2017,5,2018,механическая,1.6 LTR,90 N12,108000,передний,Левый,2владельца,Оригинал,627000
1534,лифтбек,белый,бензин,2017,5,2017,механическая,1.6 LTR,90 N12,175000,передний,Левый,2владельца,Оригинал,570000
1535,лифтбек,жёлтый,бензин,2012,5,2016,роботизированная,1.4 LTR,125 N12,114000,передний,Левый,3 или более,Дубликат,570000
1536,лифтбек,белый,бензин,2017,5,2019,роботизированная,1.4 LTR,125 N12,11500,передний,Левый,1владелец,Оригинал,1130000
1537,лифтбек,синий,бензин,2012,5,2016,механическая,1.6 LTR,110 N12,33000,передний,Левый,1владелец,Оригинал,950000
1538,лифтбек,жёлтый,бензин,2017,5,2018,механическая,1.6 LTR,90 N12,94300,передний,Левый,3 или более,Оригинал,580000
1539,лифтбек,белый,бензин,2017,5,2019,автоматическая,1.6 LTR,110 N12,109000,передний,Левый,1владелец,Оригинал,820000
1540,лифтбек,белый,бензин,2017,5,2017,механическая,1.6 LTR,90 N12,190000,передний,Левый,2владельца,Оригинал,550000
1541,лифтбек,чёрный,бензин,2017,5,2018,автоматическая,1.6 LTR,110 N12,61840,передний,Левый,1владелец,Оригинал,950000
1542,лифтбек,жёлтый,бензин,2012,5,2017,механическая,1.6 LTR,90 N12,150000,передний,Левый,1владелец,Оригинал,520000
1543,лифтбек,белый,бензин,2017,5,2018,механическая,1.6 LTR,90 N12,162000,передний,Левый,1владелец,Оригинал,655000
1544,лифтбек,белый,бензин,2012,5,2016,автоматическая,1.6 LTR,110 N12,132460,передний,Левый,3 или более,Дубликат,580000
1545,лифтбек,жёлтый,бензин,2017,5,2017,автоматическая,1.6 LTR,110 N12,100000,передний,Левый,2владельца,Оригинал,750000
1546,лифтбек,белый,бензин,2012,5,2016,автоматическая,1.6 LTR,110 N12,240000,передний,Левый,2владельца,Оригинал,525000
